EMP_ID,EMPLOYEE_NAME,DISTRICT_ID,DISTRICT_NAME,ZIPCODE,HIREDATE,HIGHEST_EARNED_DEGREE,IS_ADMIN,IS_TEACHER,EDU_EMAIL,PREVIOUS_EXPERIENCE_YEARS,years_of_service,total_experience,seniority_level,promotion_eligible,TAX_YEAR,REG_PAY,OVERTIME_PAY,OTHER_PAY,TOTAL_BENEFITS,total_compensation,DATE_LAST_CALC,_gold_ingested_at
10559,Angelica Welles,4,San Francisco Unified,94104,1994-06-09,Bachelor   ,FALSE,TRUE,awelle54@k12.ca.edu,2,31,33,Senior,TRUE,2014,47284,0,20496,13684,81464,2015-01-16,2026-05-02 17:38:12
10560,Cristiano Salvini,1,Ontario-Montclair,91763,1992-12-21,Master     ,FALSE,TRUE,csalvi64@k12.ca.edu,4,33,37,Senior,TRUE,2014,81065,0,7228,22292,110585,2015-05-28,2026-05-02 17:38:12
10564,Louisa Golden,4,San Francisco Unified,94104,1995-03-11,Bachelor   ,FALSE,TRUE,lgolde11@k12.ca.edu,2,31,33,Senior,TRUE,2014,46331,0,6026,11709,64066,2014-12-05,2026-05-02 17:38:12
10565,Myrtle Cline,2,Compton Unified,90222,2001-12-08,Bachelor   ,FALSE,TRUE,mcline15@k12.ca.edu,1,24,25,Senior,TRUE,2014,22434,281,0,3533,26248,2015-02-17,2026-05-02 17:38:12
10572,Isaac Magruder,1,Ontario-Montclair,91763,2007-07-04,Master     ,FALSE,TRUE,imagru60@k12.ca.edu,4,18,22,Mid-Senior,TRUE,2014,85475,0,323,22655,108453,2015-08-20,2026-05-02 17:38:12
10580,Vanna Anfinrud,4,San Francisco Unified,94104,2000-03-25,Bachelor   ,FALSE,TRUE,vanfin11@k12.ca.edu,2,26,28,Senior,TRUE,2014,43377,0,15069,12777,71223,2015-02-28,2026-05-02 17:38:12
10583,Zara Yafeh,4,San Francisco Unified,94104,2006-05-25,Bachelor   ,FALSE,TRUE,zyafeh39@k12.ca.edu,2,19,21,Mid-Senior,TRUE,2014,39082,0,8196,9872,57150,2015-08-01,2026-05-02 17:38:12
10587,Korry Piccinato,4,San Francisco Unified,94104,2009-06-17,Bachelor   ,FALSE,TRUE,kpicci79@k12.ca.edu,1,16,17,Mid-Senior,TRUE,2014,29454,0,6786,7643,43883,2015-04-28,2026-05-02 17:38:12
10588,Alisun Lozada,2,Compton Unified,90222,2011-10-11,Master     ,TRUE,FALSE,alozad95@k12.ca.edu,6,14,20,Mid-Senior,TRUE,2014,125063,0,0,16775,141838,2015-03-17,2026-05-02 17:38:12
10593,Smith Amar-sanchez,1,Ontario-Montclair,91763,2012-11-09,Bachelor   ,FALSE,TRUE,samar-1@k12.ca.edu,2,13,15,Mid-Senior,TRUE,2014,32816,0,6001,9312,48129,2015-03-26,2026-05-02 17:38:12
10595,Boycey Otto,1,Ontario-Montclair,91763,2012-12-19,Master     ,FALSE,TRUE,botto16@k12.ca.edu,4,13,17,Mid-Senior,TRUE,2014,86405,0,1923,16146,104474,2014-11-18,2026-05-02 17:38:12
10599,Hymie Lyons,1,Ontario-Montclair,91763,2007-11-26,Master     ,FALSE,TRUE,hlyons15@k12.ca.edu,4,18,22,Mid-Senior,TRUE,2014,85733,0,403,22677,108813,2015-01-30,2026-05-02 17:38:12
10602,Timothy Beecher,4,San Francisco Unified,94104,2009-08-25,Bachelor   ,FALSE,TRUE,tbeech39@k12.ca.edu,1,16,17,Mid-Senior,TRUE,2014,17280,0,3432,4442,25154,2014-12-25,2026-05-02 17:38:12
10610,Matilda Chowdhury,2,Compton Unified,90222,2005-07-15,Bachelor   ,TRUE,FALSE,mchowd42@k12.ca.edu,6,20,26,Senior,TRUE,2014,122741,0,0,16891,139632,2015-05-31,2026-05-02 17:38:12
10611,Shepard Levant,1,Ontario-Montclair,91763,2011-08-24,Bachelor   ,TRUE,FALSE,slevan61@k12.ca.edu,6,14,20,Mid-Senior,TRUE,2014,113366,0,0,9353,122719,2014-12-06,2026-05-02 17:38:12
10618,Ram Lillis,4,San Francisco Unified,94104,1996-01-06,Bachelor   ,FALSE,TRUE,rlilli11@k12.ca.edu,1,30,31,Senior,TRUE,2014,21634,0,4707,4942,31283,2015-05-05,2026-05-02 17:38:12
10619,Linzy Siegfried,3,Beverly Hills Unified,90212,1992-09-17,Bachelor   ,FALSE,TRUE,lsiegf9@k12.ca.edu,4,33,37,Senior,TRUE,2014,84637,0,6182,14073,104892,2015-04-08,2026-05-02 17:38:12
10625,Niccolo Splaine,3,Beverly Hills Unified,90212,1996-04-20,Master     ,FALSE,TRUE,nsplai0@k12.ca.edu,4,30,34,Senior,TRUE,2014,86712,0,80,14441,101233,2015-07-15,2026-05-02 17:38:12
10632,Mora Tucker,4,San Francisco Unified,94104,2012-02-29,Bachelor   ,FALSE,TRUE,mtucke59@k12.ca.edu,1,14,15,Mid-Senior,TRUE,2014,17303,0,10850,6417,34570,2015-08-28,2026-05-02 17:38:12
10637,Boot Couclelis,4,San Francisco Unified,94104,2011-09-03,Bachelor   ,TRUE,FALSE,bcoucl77@k12.ca.edu,3,14,17,Mid-Senior,TRUE,2014,54035,0,12726,22528,89289,2014-11-27,2026-05-02 17:38:12
10642,Abby Possolo,4,San Francisco Unified,94104,2008-11-15,Bachelor   ,TRUE,FALSE,aposso13@k12.ca.edu,5,17,22,Mid-Senior,TRUE,2014,96250,0,10104,16342,122696,2015-05-20,2026-05-02 17:38:12
10646,Helen-elizabeth Peede,2,Compton Unified,90221,2010-07-28,Master     ,FALSE,TRUE,hpeede81@k12.ca.edu,4,15,19,Mid-Senior,TRUE,2014,85907,7065,0,17271,110243,2015-01-26,2026-05-02 17:38:12
10651,Ursula Thibault,4,San Francisco Unified,94104,2002-08-12,Bachelor   ,FALSE,TRUE,uthiba54@k12.ca.edu,2,23,25,Senior,TRUE,2014,44355,0,21749,11794,77898,2015-04-22,2026-05-02 17:38:12
10654,Donny O'malley,4,San Francisco Unified,94104,1995-11-06,Bachelor   ,FALSE,TRUE,do'mal20@k12.ca.edu,2,30,32,Senior,TRUE,2014,48274,0,7703,12018,67995,2015-09-06,2026-05-02 17:38:12
10657,Yvon Navarro-garcia,3,Beverly Hills Unified,90212,1995-05-19,Bachelor   ,FALSE,TRUE,ynavar65@k12.ca.edu,1,30,31,Senior,TRUE,2014,10899,0,0,921,11820,2015-06-02,2026-05-02 17:38:12
10667,Blinni Srivastava,3,Beverly Hills Unified,90212,1997-04-02,Bachelor   ,TRUE,FALSE,bsriva24@k12.ca.edu,5,29,34,Senior,TRUE,2014,102930,0,330,15874,119134,2014-11-23,2026-05-02 17:38:12
10673,Debbie Farneti,1,Ontario-Montclair,91763,1994-04-14,Bachelor   ,FALSE,TRUE,dfarne77@k12.ca.edu,5,32,37,Senior,TRUE,2014,93991,0,1382,8589,103962,2015-01-08,2026-05-02 17:38:12
10676,Midge Woodhead,4,San Francisco Unified,94104,2008-01-20,Bachelor   ,FALSE,TRUE,mwoodh42@k12.ca.edu,4,18,22,Mid-Senior,TRUE,2014,75733,0,7286,14318,97337,2014-12-06,2026-05-02 17:38:12
10677,Linnell O'brien,1,Ontario-Montclair,91763,2003-08-28,Master     ,FALSE,TRUE,lo'bri18@k12.ca.edu,4,22,26,Senior,TRUE,2014,87238,0,2073,7945,97256,2015-04-22,2026-05-02 17:38:12
10679,Nikos Bonhoeffer,4,San Francisco Unified,94104,1994-07-08,Bachelor   ,FALSE,TRUE,nbonho54@k12.ca.edu,1,31,32,Senior,TRUE,2014,10817,0,66816,13918,91551,2015-08-02,2026-05-02 17:38:12
10686,Jojo Moustaid,4,San Francisco Unified,94104,2007-03-20,Bachelor   ,FALSE,TRUE,jmoust19@k12.ca.edu,2,19,21,Mid-Senior,TRUE,2014,39036,0,11464,12378,62878,2014-11-26,2026-05-02 17:38:12
10687,Annissa Wrangham,4,San Francisco Unified,94104,2008-10-21,High School,FALSE,FALSE,awrang60@k12.ca.edu,2,17,19,Mid-Senior,TRUE,2014,39622,407,10162,25093,75284,2015-04-04,2026-05-02 17:38:12
10689,Shawn Kurtz,4,San Francisco Unified,94104,2004-09-11,Bachelor   ,FALSE,TRUE,skurtz54@k12.ca.edu,3,21,24,Senior,TRUE,2014,61705,0,15075,13782,90562,2015-07-04,2026-05-02 17:38:12
10692,Adrian Knight,4,San Francisco Unified,94104,2015-06-01,Bachelor   ,TRUE,FALSE,aknigh50@k12.ca.edu,3,10,13,Mid-Senior,TRUE,2014,50172,131,10485,21167,81955,2015-04-04,2026-05-02 17:38:12
10693,Brod Hiney,4,San Francisco Unified,94104,1995-01-01,Bachelor   ,FALSE,TRUE,bhiney7@k12.ca.edu,3,31,34,Senior,TRUE,2014,68624,0,5003,13706,87333,2015-08-11,2026-05-02 17:38:12
10700,Jephthah Bourdelle,3,Beverly Hills Unified,90212,1996-03-31,Bachelor   ,TRUE,FALSE,jbourd71@k12.ca.edu,3,30,33,Senior,TRUE,2014,50495,0,650,7442,58587,2014-12-25,2026-05-02 17:38:12
10701,Glen Vayner,2,Compton Unified,90221,1991-09-26,Master     ,FALSE,TRUE,gvayne67@k12.ca.edu,4,34,38,Senior,TRUE,2014,82191,702,0,16425,99318,2015-01-14,2026-05-02 17:38:12
10702,Sophronia Crews,1,Ontario-Montclair,91763,1997-08-23,Bachelor   ,FALSE,TRUE,screws9@k12.ca.edu,2,28,30,Senior,TRUE,2014,44076,0,5996,13746,63818,2015-01-05,2026-05-02 17:38:12
10705,Myrtle Farrow,3,Beverly Hills Unified,90212,2008-05-29,High School,FALSE,FALSE,mfarro91@k12.ca.edu,2,17,19,Mid-Senior,TRUE,2014,38966,610,1821,11773,53170,2015-09-09,2026-05-02 17:38:12
10721,Dorey Sugrue,4,San Francisco Unified,94104,2003-09-23,Bachelor   ,TRUE,FALSE,dsugru7@k12.ca.edu,1,22,23,Senior,TRUE,2014,13065,0,1179,2276,16520,2014-12-01,2026-05-02 17:38:12
10722,Fredric Gram,4,San Francisco Unified,94104,2003-07-20,Bachelor   ,TRUE,FALSE,fgram50@k12.ca.edu,1,22,23,Senior,TRUE,2014,12946,0,1298,2276,16520,2015-06-03,2026-05-02 17:38:12
10744,Rachele Ekiert,3,Beverly Hills Unified,90212,2006-08-20,Bachelor   ,FALSE,FALSE,rekier66@k12.ca.edu,4,19,23,Mid-Senior,TRUE,2014,87791,0,0,8102,95893,2014-12-25,2026-05-02 17:38:12
10751,Obadiah Curlin,2,Compton Unified,90221,1994-09-24,Bachelor   ,TRUE,FALSE,ocurli92@k12.ca.edu,5,31,36,Senior,TRUE,2014,105530,0,0,11896,117426,2015-04-09,2026-05-02 17:38:12
10755,Georgy Ghildyal,3,Beverly Hills Unified,90212,2010-12-30,Bachelor   ,FALSE,TRUE,gghild71@k12.ca.edu,5,15,20,Mid-Senior,TRUE,2014,93737,0,80,15055,108872,2015-06-07,2026-05-02 17:38:12
10763,Humfrid Vatter,4,San Francisco Unified,94104,2006-08-04,Bachelor   ,FALSE,TRUE,hvatte24@k12.ca.edu,1,19,20,Mid-Senior,TRUE,2014,13974,0,697,1575,16246,2015-07-09,2026-05-02 17:38:12
10765,Sapphire Edgerton,2,Compton Unified,90221,1999-12-14,Bachelor   ,FALSE,TRUE,sedger48@k12.ca.edu,1,26,27,Senior,TRUE,2014,26150,35,0,3819,30004,2015-04-09,2026-05-02 17:38:12
10768,Glyn Tonini,4,San Francisco Unified,94104,2003-07-14,High School,FALSE,FALSE,gtonin39@k12.ca.edu,1,22,23,Senior,TRUE,2014,23943,53,12084,22736,58816,2015-06-01,2026-05-02 17:38:12
10782,Lorene Hughes-davies,2,Compton Unified,90059,2015-01-18,Master     ,FALSE,TRUE,lhughe84@k12.ca.edu,5,11,16,Mid-Senior,TRUE,2014,95368,8796,0,16834,120998,2015-03-29,2026-05-02 17:38:12
10793,Angelita Haring,1,Ontario-Montclair,91763,1993-12-28,Bachelor   ,FALSE,TRUE,aharin64@k12.ca.edu,1,32,33,Senior,TRUE,2014,26809,0,130,3881,30820,2015-06-02,2026-05-02 17:38:12
10797,Tedd Ivanciw,2,Compton Unified,90059,2004-06-28,Bachelor   ,TRUE,FALSE,tivanc1@k12.ca.edu,1,21,22,Senior,TRUE,2014,10410,0,0,172,10582,2015-08-29,2026-05-02 17:38:12
10803,Christos Avenell,4,San Francisco Unified,94104,2012-12-26,High School,FALSE,FALSE,cavene70@k12.ca.edu,1,13,14,Mid-Senior,TRUE,2014,28435,304,3989,23534,56262,2015-08-25,2026-05-02 17:38:12
10811,Vilma Radde,4,San Francisco Unified,94104,1998-02-17,Bachelor   ,TRUE,FALSE,vradde51@k12.ca.edu,5,28,33,Senior,TRUE,2014,99099,0,10923,19111,129133,2015-03-22,2026-05-02 17:38:12
10815,Luce Morehouse,2,Compton Unified,90059,2015-08-26,Master     ,FALSE,TRUE,lmoreh62@k12.ca.edu,4,10,14,Mid-Senior,TRUE,2014,85007,6271,0,11042,102320,2015-07-08,2026-05-02 17:38:12
10822,Waylin Cheng,4,San Francisco Unified,94104,2004-09-17,Bachelor   ,FALSE,TRUE,wcheng41@k12.ca.edu,1,21,22,Senior,TRUE,2014,28871,0,13729,8020,50620,2015-01-03,2026-05-02 17:38:12
10827,Nickie Dillon,4,San Francisco Unified,94104,1998-11-04,Bachelor   ,FALSE,TRUE,ndillo94@k12.ca.edu,3,27,30,Senior,TRUE,2014,58139,0,15431,15977,89547,2015-05-10,2026-05-02 17:38:12
10830,Magda Ilan,4,San Francisco Unified,94104,1993-11-18,Bachelor   ,FALSE,TRUE,milan35@k12.ca.edu,2,32,34,Senior,TRUE,2014,42736,0,12844,11976,67556,2015-06-15,2026-05-02 17:38:12
10834,Jesus Cordova,2,Compton Unified,90059,1998-02-06,Bachelor   ,FALSE,TRUE,jcordo75@k12.ca.edu,1,28,29,Senior,TRUE,2014,18632,127,0,2661,21420,2015-06-10,2026-05-02 17:38:12
10835,Bevin Eckroad,4,San Francisco Unified,94104,2004-02-09,Bachelor   ,FALSE,TRUE,beckro20@k12.ca.edu,3,22,25,Senior,TRUE,2014,55402,0,8812,12766,76980,2015-07-30,2026-05-02 17:38:12
10839,Tiebout Karam,4,San Francisco Unified,94104,2005-01-21,Bachelor   ,TRUE,FALSE,tkaram59@k12.ca.edu,3,21,24,Senior,TRUE,2014,51250,0,14938,31313,97501,2015-07-20,2026-05-02 17:38:12
10841,Valentia Heidbreder,1,Ontario-Montclair,91763,2014-07-23,Master     ,FALSE,TRUE,vheidb51@k12.ca.edu,4,11,15,Mid-Senior,TRUE,2014,77926,0,6730,18010,102666,2015-02-16,2026-05-02 17:38:12
10844,Arlana Hardacre,1,Ontario-Montclair,91763,2000-06-13,Master     ,FALSE,TRUE,aharda28@k12.ca.edu,4,25,29,Senior,TRUE,2014,86405,0,7,14328,100740,2014-12-02,2026-05-02 17:38:12
10852,Koo Callow,4,San Francisco Unified,94104,1996-04-07,Bachelor   ,FALSE,TRUE,kcallo73@k12.ca.edu,2,30,32,Senior,TRUE,2014,40414,0,16070,5939,62423,2015-03-14,2026-05-02 17:38:12
10854,Margalo Lichten,4,San Francisco Unified,94104,1999-10-19,Bachelor   ,FALSE,TRUE,mlicht31@k12.ca.edu,1,26,27,Senior,TRUE,2014,23022,0,800,7286,31108,2015-07-11,2026-05-02 17:38:12
10861,Miran Heuer,4,San Francisco Unified,94104,2008-10-04,Bachelor   ,TRUE,FALSE,mheuer62@k12.ca.edu,2,17,19,Mid-Senior,TRUE,2014,43794,0,2613,7717,54124,2014-12-11,2026-05-02 17:38:12
10865,Fair Peacock,4,San Francisco Unified,94104,2008-01-22,Bachelor   ,FALSE,TRUE,fpeaco77@k12.ca.edu,3,18,21,Mid-Senior,TRUE,2014,68836,0,12235,14151,95222,2014-12-18,2026-05-02 17:38:12
10874,Cathleen Jeffries,2,Compton Unified,90059,1998-11-13,Bachelor   ,TRUE,FALSE,cjeffr88@k12.ca.edu,6,27,33,Senior,TRUE,2014,123403,0,0,13351,136754,2015-07-09,2026-05-02 17:38:12
10878,Erl Edelman,4,San Francisco Unified,94104,2012-08-01,Bachelor   ,FALSE,TRUE,eedelm92@k12.ca.edu,3,13,16,Mid-Senior,TRUE,2014,63679,0,23988,14535,102202,2015-06-30,2026-05-02 17:38:12
10889,Leodora Pidgeon,1,Ontario-Montclair,91763,2011-01-14,Master     ,FALSE,TRUE,lpidge2@k12.ca.edu,4,15,19,Mid-Senior,TRUE,2014,84545,0,445,14175,99165,2015-01-12,2026-05-02 17:38:12
10899,Donavon Lawrence,4,San Francisco Unified,94104,1992-01-28,Bachelor   ,FALSE,TRUE,dlawre66@k12.ca.edu,1,34,35,Senior,TRUE,2014,17029,0,3967,3823,24819,2015-05-09,2026-05-02 17:38:12
10900,Bondie Nader,2,Compton Unified,90059,2008-12-01,Master     ,FALSE,TRUE,bnader48@k12.ca.edu,4,17,21,Mid-Senior,TRUE,2014,76476,2538,0,16114,95128,2015-07-26,2026-05-02 17:38:12
10903,Dela Rickborn,2,Compton Unified,90059,2005-11-21,Master     ,FALSE,TRUE,drickb51@k12.ca.edu,4,20,24,Senior,TRUE,2014,79213,1720,0,16255,97188,2015-05-14,2026-05-02 17:38:12
10906,Efrem Cerda,4,San Francisco Unified,94104,1998-09-11,Bachelor   ,TRUE,FALSE,ecerda83@k12.ca.edu,4,27,31,Senior,TRUE,2014,89940,0,9273,15739,114952,2015-05-23,2026-05-02 17:38:12
10907,Brnaba Gore,4,San Francisco Unified,94104,1997-04-10,Bachelor   ,TRUE,FALSE,bgore47@k12.ca.edu,3,29,32,Senior,TRUE,2014,59721,0,15639,13714,89074,2015-06-16,2026-05-02 17:38:12
10915,Mario Frondel,4,San Francisco Unified,94104,1993-02-15,Bachelor   ,FALSE,TRUE,mfrond99@k12.ca.edu,3,33,36,Senior,TRUE,2014,51124,0,10607,5237,66968,2015-06-03,2026-05-02 17:38:12
10919,Hobey Mcdonnell,4,San Francisco Unified,94104,2000-04-08,Bachelor   ,FALSE,TRUE,hmcdon3@k12.ca.edu,2,26,28,Senior,TRUE,2014,46817,0,9778,12067,68662,2014-11-24,2026-05-02 17:38:12
10925,Casper Leder,4,San Francisco Unified,94104,1997-10-03,Bachelor   ,TRUE,FALSE,cleder7@k12.ca.edu,3,28,31,Senior,TRUE,2014,51264,843,10329,23972,86408,2015-09-10,2026-05-02 17:38:12
10942,Cesya Pearce,4,San Francisco Unified,94104,2001-01-20,Bachelor   ,FALSE,TRUE,cpearc67@k12.ca.edu,3,25,28,Senior,TRUE,2014,67982,0,19334,14721,102037,2015-02-13,2026-05-02 17:38:12
10955,Gretna Durrett,4,San Francisco Unified,94104,1997-06-11,Bachelor   ,FALSE,TRUE,gdurre31@k12.ca.edu,3,28,31,Senior,TRUE,2014,62635,0,19616,16706,98957,2015-03-04,2026-05-02 17:38:12
10957,Dorie Elvins,2,Compton Unified,90059,2001-10-04,Bachelor   ,TRUE,FALSE,delvin81@k12.ca.edu,6,24,30,Senior,TRUE,2014,113336,1231,0,12979,127546,2015-08-09,2026-05-02 17:38:12
10962,Lethia Underhill,4,San Francisco Unified,94104,2013-07-08,Bachelor   ,FALSE,TRUE,lunder5@k12.ca.edu,3,12,15,Mid-Senior,TRUE,2014,52801,0,10597,12646,76044,2015-07-28,2026-05-02 17:38:12
10967,Marti Shatkin,2,Compton Unified,90059,1998-12-25,Bachelor   ,TRUE,FALSE,mshatk48@k12.ca.edu,3,27,30,Senior,TRUE,2014,54100,0,0,9577,63677,2015-06-17,2026-05-02 17:38:12
10970,Sue Morehouse,4,San Francisco Unified,94104,1992-04-08,Bachelor   ,FALSE,TRUE,smoreh42@k12.ca.edu,1,34,35,Senior,TRUE,2014,12231,0,696,1331,14258,2015-02-03,2026-05-02 17:38:12
10972,Alexandro Jeffries,1,Ontario-Montclair,91763,2002-10-01,Bachelor   ,TRUE,FALSE,ajeffr38@k12.ca.edu,6,23,29,Senior,TRUE,2014,123950,0,792,11981,136723,2015-07-03,2026-05-02 17:38:12
10973,Abe Mcveigh,2,Compton Unified,90059,2009-04-21,Bachelor   ,TRUE,FALSE,amcvei37@k12.ca.edu,3,17,20,Mid-Senior,TRUE,2014,55106,0,0,4187,59293,2015-01-23,2026-05-02 17:38:12
10976,Roarke Hummer,1,Ontario-Montclair,91763,2012-08-20,Master     ,FALSE,TRUE,rhumme17@k12.ca.edu,4,13,17,Mid-Senior,TRUE,2014,76076,0,56,18050,94182,2015-03-21,2026-05-02 17:38:12
10978,Caryn Ardeni,4,San Francisco Unified,94104,2003-08-03,Bachelor   ,FALSE,TRUE,carden71@k12.ca.edu,3,22,25,Senior,TRUE,2014,53701,0,6481,12329,72511,2015-08-25,2026-05-02 17:38:12
10991,Lynde Sholes,2,Compton Unified,90059,1994-05-30,Master     ,FALSE,TRUE,lshole89@k12.ca.edu,5,31,36,Senior,TRUE,2014,98469,1572,0,17870,117911,2015-08-28,2026-05-02 17:38:12
10992,Cherri Donnell,4,San Francisco Unified,94104,1999-07-11,Bachelor   ,FALSE,TRUE,cdonne4@k12.ca.edu,3,26,29,Senior,TRUE,2014,69451,0,8333,16884,94668,2014-11-23,2026-05-02 17:38:12
10996,Stefano Dratch,4,San Francisco Unified,94104,1992-05-02,Bachelor   ,FALSE,FALSE,sdratc13@k12.ca.edu,3,34,37,Senior,TRUE,2014,64158,0,6268,12390,82816,2015-03-29,2026-05-02 17:38:12
11000,Gaile Helgerson,4,San Francisco Unified,94104,2010-10-07,Bachelor   ,TRUE,FALSE,ghelge88@k12.ca.edu,2,15,17,Mid-Senior,TRUE,2014,40549,0,4663,4414,49626,2014-11-18,2026-05-02 17:38:12
11010,Patric Hyatt,1,Ontario-Montclair,91763,2004-10-10,Bachelor   ,FALSE,TRUE,phyatt67@k12.ca.edu,4,21,25,Senior,TRUE,2014,76889,0,56,6343,83288,2015-04-01,2026-05-02 17:38:12
11014,Bernhard Jarvis,4,San Francisco Unified,94104,2015-03-20,Bachelor   ,TRUE,FALSE,bjarvi12@k12.ca.edu,3,11,14,Mid-Senior,TRUE,2014,64588,0,29955,9189,103732,2014-12-26,2026-05-02 17:38:12
11024,Una Rosenwald,1,Ontario-Montclair,91763,2002-09-23,Master     ,FALSE,TRUE,urosen18@k12.ca.edu,4,23,27,Senior,TRUE,2014,81408,0,1230,7464,90102,2014-12-06,2026-05-02 17:38:12
11025,Josee Archard,4,San Francisco Unified,94104,1991-08-23,Bachelor   ,FALSE,TRUE,jarcha86@k12.ca.edu,3,34,37,Senior,TRUE,2014,63761,0,10683,13592,88036,2015-05-06,2026-05-02 17:38:12
11030,Tarra Amar-sanchez,4,San Francisco Unified,94104,1992-01-12,Bachelor   ,FALSE,TRUE,tamar-60@k12.ca.edu,2,34,36,Senior,TRUE,2014,33547,0,5997,8900,48444,2014-11-26,2026-05-02 17:38:12
11033,Shaine Sparrow,4,San Francisco Unified,94104,2014-12-13,High School,FALSE,FALSE,ssparr11@k12.ca.edu,2,11,13,Mid-Senior,TRUE,2014,39114,688,5502,25650,70954,2014-11-18,2026-05-02 17:38:12
11034,Thedric D'alessio,1,Ontario-Montclair,91763,2009-02-14,Bachelor   ,FALSE,TRUE,td'ale71@k12.ca.edu,4,17,21,Mid-Senior,TRUE,2014,84051,0,430,16112,100593,2015-03-20,2026-05-02 17:38:12
11042,Anders Wall,4,San Francisco Unified,94104,1997-06-16,Bachelor   ,TRUE,FALSE,awall32@k12.ca.edu,4,28,32,Senior,TRUE,2014,74943,0,16655,17748,109346,2015-02-28,2026-05-02 17:38:12
11045,Dorian Little,4,San Francisco Unified,94104,2010-07-27,Bachelor   ,TRUE,FALSE,dlittl78@k12.ca.edu,4,15,19,Mid-Senior,TRUE,2014,75976,0,4712,14150,94838,2015-05-01,2026-05-02 17:38:12
11050,Aimee Furtado,2,Compton Unified,90059,2011-02-28,Master     ,FALSE,TRUE,afurta45@k12.ca.edu,5,15,20,Mid-Senior,TRUE,2014,98499,632,0,15022,114153,2015-05-27,2026-05-02 17:38:12
11051,Claus O'day,2,Compton Unified,90059,1994-02-10,Master     ,FALSE,TRUE,co'day41@k12.ca.edu,5,32,37,Senior,TRUE,2014,101710,456,0,11956,114122,2014-11-26,2026-05-02 17:38:12
11052,Nathanael Hyatt,1,Ontario-Montclair,91763,2002-03-10,Master     ,FALSE,TRUE,nhyatt11@k12.ca.edu,4,24,28,Senior,TRUE,2014,89195,0,0,19132,108327,2015-01-28,2026-05-02 17:38:12
11057,Mike Bartovics,4,San Francisco Unified,94104,2003-04-01,Bachelor   ,FALSE,TRUE,mbarto11@k12.ca.edu,3,23,26,Senior,TRUE,2014,69251,0,11947,14160,95358,2014-12-18,2026-05-02 17:38:12
11061,Erskine Flemming,2,Compton Unified,90059,2015-02-19,Master     ,FALSE,TRUE,eflemm64@k12.ca.edu,4,11,15,Mid-Senior,TRUE,2014,79607,4703,0,7152,91462,2014-12-06,2026-05-02 17:38:12
11064,Nevile Chakkalath,4,San Francisco Unified,94104,1994-01-05,Bachelor   ,FALSE,TRUE,nchakk27@k12.ca.edu,3,32,35,Senior,TRUE,2014,63698,0,6204,13201,83103,2015-09-03,2026-05-02 17:38:12
11068,Marcie St,4,San Francisco Unified,94104,1999-09-01,Bachelor   ,FALSE,TRUE,mst86@k12.ca.edu,2,26,28,Senior,TRUE,2014,43366,0,15039,12220,70625,2015-06-15,2026-05-02 17:38:12
11071,Zack Agterberg,2,Compton Unified,90059,1997-10-14,Bachelor   ,FALSE,TRUE,zagter18@k12.ca.edu,2,28,30,Senior,TRUE,2014,43436,2212,0,6088,51736,2014-12-02,2026-05-02 17:38:12
11075,Farlee Ptashne,2,Compton Unified,90059,2011-08-11,Bachelor   ,FALSE,TRUE,fptash95@k12.ca.edu,1,14,15,Mid-Senior,TRUE,2014,18224,316,0,2309,20849,2015-08-17,2026-05-02 17:38:12
11095,Lucius Sekoni,2,Compton Unified,90059,1992-04-01,Bachelor   ,FALSE,TRUE,lsekon19@k12.ca.edu,3,34,37,Senior,TRUE,2014,54574,11516,0,8948,75038,2015-03-19,2026-05-02 17:38:12
11099,Neville Hesse,4,San Francisco Unified,94104,1991-03-05,Bachelor   ,FALSE,TRUE,nhesse95@k12.ca.edu,4,35,39,Senior,TRUE,2014,71066,0,7810,13967,92843,2014-11-16,2026-05-02 17:38:12
11102,Austin Titus,1,Ontario-Montclair,91763,1997-02-18,Master     ,FALSE,TRUE,atitus29@k12.ca.edu,4,29,33,Senior,TRUE,2014,85475,0,4758,21734,111967,2015-06-15,2026-05-02 17:38:12
11105,Taryn Cosman,4,San Francisco Unified,94104,2008-08-14,Bachelor   ,FALSE,TRUE,tcosma39@k12.ca.edu,2,17,19,Mid-Senior,TRUE,2014,35405,0,3678,9563,48646,2015-05-14,2026-05-02 17:38:12
11109,Gardener Fearnley,2,Compton Unified,90059,1998-07-12,Master     ,FALSE,TRUE,gfearn30@k12.ca.edu,4,27,31,Senior,TRUE,2014,83581,1946,0,16642,102169,2015-08-13,2026-05-02 17:38:12
11115,Aguste Soltan,4,San Francisco Unified,94104,2011-04-27,Bachelor   ,FALSE,TRUE,asolta5@k12.ca.edu,1,15,16,Mid-Senior,TRUE,2014,12240,0,1606,0,13846,2015-04-16,2026-05-02 17:38:12
11118,Case Loeb,4,San Francisco Unified,94104,1991-10-13,Bachelor   ,FALSE,TRUE,cloeb21@k12.ca.edu,2,34,36,Senior,TRUE,2014,46450,0,9688,12032,68170,2015-03-04,2026-05-02 17:38:12
11119,Adair Repp,4,San Francisco Unified,94104,1997-10-27,High School,FALSE,FALSE,arepp7@k12.ca.edu,2,28,30,Senior,TRUE,2014,38121,1477,11192,20077,70867,2014-12-10,2026-05-02 17:38:12
